0,0,0,1023,1023,1023,1023,1018,938
1,1023,1023,1023,1023,1023,1023,1017,937
2,1023,1023,1023,1023,1023,1023,1019,938
3,1023,1023,1023,1023,1023,1023,1019,936
4,1023,1023,1023,1023,1023,1023,1014,936
5,1023,1023,1023,1023,1023,1023,1018,938
6,1023,1023,1023,1023,1023,1023,1018,937
7,1023,1023,1023,1023,1023,1023,1018,937
8,1023,1023,1023,1023,1023,1023,1017,937
9,1023,1023,1023,1023,1023,1023,1017,936
10,1023,1023,1023,1023,1023,1023,1017,937
11,1023,1023,1023,1023,1023,1023,1020,938
12,1023,1023,1023,1023,1023,1023,1016,936
13,1023,1023,1023,1023,1023,1023,1016,937
14,1023,1023,1023,1023,1023,1023,1017,938
15,1023,1023,1023,1023,1023,1023,1016,938
16,1023,1023,1023,1023,1023,1023,1016,937
17,1023,1023,1023,1023,1023,1023,1017,938
18,1023,1023,1023,1023,1023,1023,1016,938
19,1023,1023,1023,1023,1023,1023,1017,934
20,1023,1023,1023,1023,1023,1023,1016,939
21,1023,1023,1023,1023,1023,1023,1017,937
22,1023,1023,1023,1023,1023,1023,1014,938
23,1023,1023,1023,1023,1023,1023,1018,936
24,1023,1023,1023,1023,1023,1023,1018,938
25,1023,1023,1023,1023,1023,1023,1017,938
26,1023,1023,1023,1023,1023,1023,1017,936
27,1023,1023,1023,1023,1023,1023,1018,935
28,1023,1023,1023,1023,1023,1023,1017,938
29,1023,1023,1023,1023,1023,1023,1018,937
30,1023,1023,1023,1023,1023,1023,1016,938
31,1023,1023,1023,1023,1023,1023,1017,938
32,1023,1023,1023,1023,1023,1023,1017,936
33,1023,1023,1023,1023,1023,1023,1017,937
34,1023,1023,1023,1023,1023,1023,1018,937
35,1023,1023,1023,1023,1023,1023,1017,939
36,1023,1023,1023,1023,1023,1023,1017,938
37,1023,1023,1023,1023,1023,1023,1016,938
38,1023,1023,1023,1023,1023,1023,1016,938
39,1023,1023,1023,1023,1023,1023,1018,939
40,1023,1023,1023,1023,1023,1023,1020,937
41,1023,1023,1023,1023,1023,1023,1017,937
42,1023,1023,1023,1023,1023,1023,1016,939
43,1023,1023,1023,1023,1023,1023,1015,940
44,1023,1023,1023,1023,1023,1023,1015,940
45,1023,1023,1023,1023,1023,1023,1017,937
46,1023,1023,1023,1023,1023,1023,1018,934
47,1023,1023,1023,1023,1023,1023,1018,937
48,1023,1023,1023,1023,1023,1023,1018,938
49,1023,1023,1023,1023,1023,1023,1016,940
50,1023,1023,1023,1023,1023,1023,1017,938
51,1023,1023,1023,1023,1023,1023,1016,936
52,1023,1023,1023,1023,1023,1023,1016,935
53,1023,1023,1023,1023,1023,1023,1019,938
54,1023,1023,1023,1023,1023,1023,1018,937
55,1023,1023,1023,1023,1023,1023,1017,938
56,1023,1023,1023,1023,1023,1023,1018,939
57,1023,1023,1023,1023,1023,1023,1016,936
58,1023,1023,1023,1023,1023,1023,1017,938
59,1023,1023,1023,1023,1023,1023,1018,937
60,1023,1023,1023,1023,1023,1023,1016,934
61,1023,1023,1023,1023,1023,1023,1018,939
62,1023,1023,1023,1023,1023,1023,1018,937
63,1023,1023,1023,1023,1023,1023,1017,939
64,1023,1023,1023,1023,1023,1023,1017,939
65,1023,1023,1023,1023,1023,1023,1016,939
66,1023,1023,1023,1023,1023,1023,1015,938
67,1023,1023,1023,1023,1023,1023,1018,936
68,1023,1023,1023,1023,1023,1023,1014,938
69,1023,1023,1023,1023,1023,1023,1017,935
70,1023,1023,1023,1023,1023,1023,1017,939
71,1023,1023,1023,1023,1023,1023,1017,937
72,1023,1023,1023,1023,1023,1023,1018,937
73,1023,1023,1023,1023,1023,1023,1017,936
74,1023,1023,1023,1023,1023,1023,1017,937
75,1023,1023,1023,1023,1023,1023,1017,937
76,1023,1023,1023,1023,1023,1023,1018,938
77,1023,1023,1023,1023,1023,1023,1018,938
78,1023,1023,1023,1023,1023,1023,1017,937
79,1023,1023,1023,1023,1023,1023,1016,938
80,1023,1023,1023,1023,1023,1023,1016,939
81,1023,1023,1023,1023,1023,1023,1016,939
82,1023,1023,1023,1023,1023,1023,1018,939
83,1023,1023,1023,1023,1023,1023,1016,935
84,1023,1023,1023,1023,1023,1023,1017,936
85,1023,1023,1023,1023,1023,1023,1018,937
86,1023,1023,1023,1023,1023,1023,1017,937
87,1023,1023,1023,1023,1023,1023,1017,939
88,1023,1023,1023,1023,1023,1023,1017,938
89,1023,1023,1023,1023,1023,1023,1017,938
90,1023,1023,1023,1023,1023,1023,1017,937
91,1023,1023,1023,1023,1023,1023,1017,938
92,1023,1023,1023,1023,1023,1023,1018,938
93,1023,1023,1023,1023,1023,1023,1018,938
94,1023,1023,1023,1023,1023,1023,1018,939
95,1023,1023,1023,1023,1023,1023,1018,939
96,1023,1023,1023,1023,1023,1023,1017,937
97,1023,1023,1023,1023,1023,1023,1017,938
98,1023,1023,1023,1023,1023,1023,1018,937
99,1023,1023,1023,1023,1023,1023,1017,937
100,1023,1023,1023,1023,1023,1023,1020,939
101,1023,1023,1023,1023,1023,1023,1018,938
102,1023,1023,1023,1023,1023,1023,1016,938
103,1023,1023,1023,1023,1023,1023,1019,938
104,1023,1023,1023,1023,1023,1023,1018,938
105,1023,1023,1023,1023,1023,1023,1018,939
106,1023,1023,1023,1023,1023,1023,1017,938
107,1023,1023,1023,1023,1023,1023,1021,939
108,1023,1023,1023,1023,1023,1023,1018,937
109,1023,1023,1023,1023,1023,1023,1018,936
110,1023,1023,1023,1023,1023,1023,1018,939
111,1023,1023,1023,1023,1023,1023,1019,939
112,1023,1023,1023,1023,1023,1023,1018,937
113,1023,1023,1023,1023,1023,1023,1018,938
114,1023,1023,1023,1023,1023,1023,1018,938
115,1023,1023,1023,1023,1023,1023,1019,937
116,1023,1023,1023,1023,1023,1023,1016,937
117,1023,1023,1023,1023,1023,1023,1017,938
118,1023,1023,1023,1023,1023,1023,1019,937
119,1023,1023,1023,1023,1023,1023,1017,936
120,1023,1023,1023,1023,1023,1023,1018,937
121,1023,1023,1023,1023,1023,1023,1017,937
122,1023,1023,1023,1023,1023,1023,1017,937
123,1023,1023,1023,1023,1023,1023,1017,936
124,1023,1023,1023,1023,1023,1023,1017,938
125,1023,1023,1023,1023,1023,1023,1016,938
126,1023,1023,1023,1023,1023,1023,1017,939
127,1023,1023,1023,1023,1023,1023,1018,938
128,1023,1023,1023,1023,1023,1023,1017,938
129,1023,1023,1023,1023,1023,1023,1018,938
130,1023,1023,1023,1023,1023,1023,1018,937
131,1023,1023,1023,1023,1023,1023,1019,940
132,1023,1023,1023,1023,1023,1023,1018,938
133,1023,1023,1023,1023,1023,1023,1017,938
134,1023,1023,1023,1023,1023,1023,1018,938
135,1023,1023,1023,1023,1023,1023,1017,937
136,1023,1023,1023,1023,1023,1023,1016,940
137,1023,1023,1023,1023,1023,1023,1017,938
138,1023,1023,1023,1023,1023,1023,1019,937
139,1023,1023,1023,1023,1023,1023,1019,938
140,1023,1023,1023,1023,1023,1023,1017,939
141,1023,1023,1023,1023,1023,1023,1018,938
142,1023,1023,1023,1023,1023,1023,1017,938
143,1023,1023,1023,1023,1023,1023,1017,939
144,1023,1023,1023,1023,1023,1023,1018,936
145,1023,1023,1023,1023,1023,1023,1017,937
146,1023,1023,1023,1023,1023,1023,1016,939
147,1023,1023,1023,1023,1023,1023,1019,938
148,1023,1023,1023,1023,1023,1023,1019,939
149,1023,1023,1023,1023,1023,1023,1015,936
150,1023,1023,1023,1023,1023,1023,1017,936
151,1023,1023,1023,1023,1023,1023,1018,939
152,1023,1023,1023,1023,1023,1023,1018,938
153,1023,1023,1023,1023,1023,1023,1016,940
154,1023,1023,1023,1023,1023,1023,1016,939
155,1023,1023,1023,1023,1023,1023,1017,938
156,1023,1023,1023,1023,1023,1023,1016,938
157,1023,1023,1023,1023,1023,1023,1019,938
158,1023,1023,1023,1023,1023,1023,1018,937
159,1023,1023,1023,1023,1023,1023,1020,939
160,1023,1023,1023,1023,1023,1023,1018,939
161,1023,1023,1023,1023,1023,1023,1018,937
162,1023,1023,1023,1023,1023,1023,1017,937
163,1023,1023,1023,1023,1023,1023,1018,935
164,1023,1023,1023,1023,1023,1023,1018,936
165,1023,1023,1023,1023,1023,1023,1019,938
166,1023,1023,1023,1023,1023,1023,1017,938
167,1023,1023,1023,1023,1023,1023,1016,938
168,1023,1023,1023,1023,1023,1023,1017,937
169,1023,1023,1023,1023,1023,1023,1018,939
170,1023,1023,1023,1023,1023,1023,1016,937
171,1023,1023,1023,1023,1023,1023,1017,938
172,1023,1023,1023,1023,1023,1023,1017,938
173,1023,1023,1023,1023,1023,1023,1016,938
174,1023,1023,1023,1023,1023,1023,1016,936
175,1023,1023,1023,1023,1023,1023,1018,934
176,1023,1023,1023,1023,1023,1023,1017,937
177,1023,1023,1023,1023,1023,1023,1015,936
178,1023,1023,1023,1023,1023,1023,1019,937
179,1023,1023,1023,1023,1023,1023,1018,939
180,1023,1023,1023,1023,1023,1023,1018,941
181,1023,1023,1023,1023,1023,1023,1016,938
182,1023,1023,1023,1023,1023,1023,1018,935
183,1023,1023,1023,1023,1023,1023,1018,936
184,1023,1023,1023,1023,1023,1023,1016,938
185,1023,1023,1023,1023,1023,1023,1016,937
186,1023,1023,1023,1023,1023,1023,1018,941
187,1023,1023,1023,1023,1023,1023,1016,940
188,1023,1023,1023,1023,1023,1023,1017,937
189,1023,1023,1023,1023,1023,1023,1018,936
190,1023,1023,1023,1023,1023,1023,1018,939
191,1023,1023,1023,1023,1023,1023,1016,938
192,1023,1023,1023,1023,1023,1023,1018,940
193,1023,1023,1023,1023,1023,1023,1017,936
194,1023,1023,1023,1023,1023,1023,1016,937
195,1023,1023,1023,1023,1023,1023,1019,937
196,1023,1023,1023,1023,1023,1023,1016,937
197,1023,1023,1023,1023,1023,1023,1015,940
198,1023,1023,1023,1023,1023,1023,1017,937
199,1023,1023,1023,1023,1023,1023,1018,939
200,1023,1023,1023,1023,1023,1023,1017,938
201,1023,1023,1023,1023,1023,1023,1019,938
202,1023,1023,1023,1023,1023,1023,1019,938
203,1023,1023,1023,1023,1023,1023,1020,939
204,1023,1023,1023,1023,1023,1023,1016,936
205,1023,1023,1023,1023,1023,1023,1016,939
206,1023,1023,1023,1023,1023,1023,1016,939
207,1023,1023,1023,1023,1023,1023,1017,938
208,1023,1023,1023,1023,1023,1023,1017,939
209,1023,1023,1023,1023,1023,1023,1018,938
210,1023,1023,1023,1023,1023,1023,1017,939
211,1023,1023,1023,1023,1023,1023,1017,939
212,1023,1023,1023,1023,1023,1023,1018,938
213,1023,1023,1023,1023,1023,1023,1018,938
214,1023,1023,1023,1023,1023,1023,1017,938
215,1023,1023,1023,1023,1023,1023,1016,938
216,1023,1023,1023,1023,1023,1023,1018,937
217,1023,1023,1023,1023,1023,1023,1017,937
218,1023,1023,1023,1023,1023,1023,1017,940
219,1023,1023,1023,1023,1023,1023,1018,938
220,1023,1023,1023,1023,1023,1023,1018,938
221,1023,1023,1023,1023,1023,1023,1016,939
222,1023,1023,1023,1023,1023,1023,1018,938
223,1023,1023,1023,1023,1023,1023,1017,937
224,1023,1023,1023,1023,1023,1023,1017,939
225,1023,1023,1023,1023,1023,1023,1019,934
226,1023,1023,1023,1023,1023,1023,1018,939
227,1023,1023,1023,1023,1023,1023,1018,938
228,1023,1023,1023,1023,1023,1023,1017,938
229,1023,1023,1023,1023,1023,1023,1016,940
